,file_name,caption,evaluation
420,421.jpg,one full transparent closed cylindrical glass bottle with a snap finish and swing-top closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
421,422.jpg,two empty transparent closed cylindrical glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
422,423.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
423,424.jpg,one full transparent closed cylindrical glass bottle with a snap finish and crown closure,one full transparent closed cylindrical glass bottle with a snap finish and no closure
424,425.jpg,two empty transparent open rectangular glass jar with a twist finish and no closure,two empty transparent open rectangular glass bottle with a twist finish and no closure
425,426.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
426,427.jpg,one full transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent open cylindrical glass jar with a snap finish and no closure
427,428.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
428,429.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
429,430.jpg,two full transparent closed cylindrical glass bottle with a twist finish and screw closure,two empty transparent closed cylindrical glass bottle with a twist finish and screw closure
430,431.jpg,one empty transparent closed rectangular glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a snap finish and cork closure
431,432.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
432,433.jpg,one empty transparent open rectangular glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
433,434.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
434,435.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
435,436.jpg,one full transparent closed cylindrical glass bottle with a snap finish and crown closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
436,437.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
437,438.jpg,one empty transparent closed rectangular glass jar with a twist finish and screw closure,one empty transparent closed rectangular glass jar with a twist finish and screw closure
438,439.jpg,one empty transparent closed rectangular glass jar with a twist finish and screw closure,one empty transparent closed rectangular glass jar with a twist finish and screw closure
439,440.jpg,one full transparent closed cylindrical glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
440,441.jpg,one empty transparent open rectangular glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
441,442.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
442,443.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
443,444.jpg,two full transparent closed cylindrical glass bottle with a twist finish and screw closure,two full transparent open cylindrical glass bottle with a twist finish and no closure
444,445.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and snap closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
445,446.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
446,447.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
447,448.jpg,one empty translucent open cylindrical glass bottle with a snap finish and no closure,one empty translucent open cylindrical glass bottle with a twist finish and no closure
448,449.jpg,one empty transparent open rectangular glass jar with a twist finish and no closure,one empty transparent open rectangular glass jar with a twist finish and no closure
449,450.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
450,451.jpg,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure
451,452.jpg,one full transparent open cylindrical glass bottle with a snap finish and no closure,one full transparent open cylindrical glass bottle with a snap finish and no closure
452,453.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
453,454.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
454,455.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
455,456.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
456,457.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
457,458.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one full transparent closed cylindrical glass jar with a twist finish and screw closure
458,459.jpg,one empty transparent open cylindrical glass jar with a twist finish and no closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
459,460.jpg,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure
460,461.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent closed cylindrical glass bottle with a snap finish and snap closure
461,462.jpg,several full transparent closed cylindrical glass jar with a snap finish and snap closure,several full transparent open cylindrical glass bottle with a snap finish and no closure
462,463.jpg,two full transparent closed cylindrical glass jar with a twist finish and screw closure,several full transparent closed cylindrical glass jar with a twist finish and screw closure
463,464.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
464,465.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
465,466.jpg,one empty transparent open cylindrical glass jar with a twist finish and no closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
466,467.jpg,several empty transparent closed cylindrical glass jar with a twist finish and screw closure,several empty transparent closed cylindrical glass jar with a twist finish and screw closure
467,468.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
468,469.jpg,one empty transparent open cylindrical glass jar with a twist finish handle and no closure,"one empty transparent open rectangular glass jar with a twist finish, handle and no closure"
469,470.jpg,one full transparent closed cylindrical glass jar with a twist finish and screw closure,two full transparent closed cylindrical glass jar with a twist finish and screw closure
470,471.jpg,several empty transparent closed cylindrical glass jar with a twist finish and screw closure,several empty transparent closed cylindrical glass jar with a twist finish and screw closure
471,472.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
472,473.jpg,one empty transparent open cylindrical glass jar with a twist finish and no closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
473,474.jpg,one empty transparent open cylindrical glass jar with a snap finish and no closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
474,475.jpg,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
475,476.jpg,one empty transparent open cylindrical glass jar with a twist finish and no closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
476,477.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and dropper closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
477,478.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
478,479.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
479,480.jpg,two empty transparent closed cylindrical glass jar with a twist finish and screw closure,two empty transparent closed cylindrical glass jar with a twist finish and screw closure
480,481.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
481,482.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
482,483.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
483,484.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
484,485.jpg,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure
485,486.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
486,487.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,"one empty transparent closed cylindrical glass bottle with a twist finish, handle and screw closure"
487,488.jpg,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure,one empty translucent open cylindrical glass bottle with a twist finish and no closure
488,489.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a snap finish and cork closure
489,490.jpg,one full transparent closed cylindrical glass bottle with a snap finish and swing-top closure,one full transparent closed cylindrical glass bottle with a snap finish and swing-top closure
490,491.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
491,492.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and swing-top closure,one empty translucent closed cylindrical glass bottle with a snap finish and swing-top closure
492,493.jpg,one full transparent closed cylindrical glass bottle with a snap finish and crown closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
493,494.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full opaque closed cylindrical plastic bottle with a twist finish and flip-top closure
494,495.jpg,one empty transparent closed rectangular glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
495,496.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
496,497.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
497,498.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
498,499.jpg,one full translucent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
499,500.jpg,one full translucent closed cylindrical glass bottle with a twist finish and screw closure,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure
500,501.jpg,one empty transparent open rectangular glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
501,502.jpg,one empty transparent closed rectangular glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
502,503.jpg,one empty translucent open cylindrical glass bottle with a twist finish and no closure,one empty translucent open cylindrical glass bottle with a twist finish and no closure
503,504.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,"one empty transparent open cylindrical glass bottle with a snap finish, handle and no closure"
504,505.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full opaque closed cylindrical plastic bottle with a twist finish and flip-top closure
505,506.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and cork closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
506,507.jpg,two empty transparent closed cylindrical glass bottle with a twist finish and screw closure,two empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
507,508.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
508,509.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
509,510.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
510,511.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
511,512.jpg,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure,one empty translucent closed cylindrical glass jar with a twist finish and screw closure
512,513.jpg,two empty transparent closed cylindrical glass bottle with a snap finish and swing-top closure,two empty transparent closed cylindrical glass bottle with a snap finish and cork closure
513,514.jpg,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure,one empty translucent closed cylindrical glass bottle with a twist finish and screw closure
514,515.jpg,one empty transparent open cylindrical glass bottle with a snap finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
515,516.jpg,one empty translucent closed rectangular glass jar with a twist finish and screw closure,one empty transparent closed rectangular glass jar with a twist finish and screw closure
516,517.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
517,518.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
518,519.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
519,520.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
520,521.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
521,522.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
522,523.jpg,one empty transparent closed rectangular glass jar with a twist finish and screw closure,one empty transparent closed rectangular glass jar with a twist finish and screw closure
523,524.jpg,one empty transparent closed rectangular glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
524,525.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
525,526.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and cork closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
526,527.jpg,several empty transparent open rectangular glass bottle with a snap finish and no closure,several empty transparent open cylindrical glass bottle with a snap finish and no closure
527,528.jpg,several full transparent closed cylindrical glass bottle with a snap finish and crown closure,two full transparent closed cylindrical glass bottle with a twist finish and screw closure
528,529.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
529,530.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
530,531.jpg,one empty transparent open oval glass bottle with a snap finish and no closure,one empty transparent open oval glass bottle with a snap finish and no closure
531,532.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
532,533.jpg,one full translucent closed cylindrical glass bottle with a snap finish and swing-top closure,one empty translucent closed cylindrical glass bottle with a snap finish and swing-top closure
533,534.jpg,one full transparent open cylindrical glass bottle with a twist finish and no closure,one full transparent open cylindrical plastic bottle with a twist finish and no closure
534,535.jpg,one full translucent closed cylindrical glass bottle with a snap finish and cork closure,one full transparent closed rectangular glass bottle with a twist finish and screw closure
535,536.jpg,several full transparent closed cylindrical glass bottle with a twist finish and screw closure,several empty transparent closed cylindrical glass bottle with a twist finish and screw closure
536,537.jpg,one empty transparent open cylindrical glass jar with a twist finish and no closure,one empty transparent open cylindrical glass jar with a twist finish and no closure
537,538.jpg,one empty transparent open cylindrical glass bottle with a twist finish and no closure,one empty transparent open cylindrical glass bottle with a twist finish and no closure
538,539.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
539,540.jpg,several full opaque closed cylindrical glass bottle with a twist finish and screw closure,several full transparent closed cylindrical plastic bottle with a twist finish and screw closure
540,541.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and crown closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
541,542.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
542,543.jpg,several full transparent closed cylindrical glass jar with a snap finish and snap closure,several full transparent closed cylindrical glass jar with a snap finish and snap closure
543,544.jpg,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure,one empty transparent closed cylindrical glass bottle with a twist finish and screw closure
544,545.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
545,546.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent open cylindrical glass jar with a snap finish and no closure
546,547.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent open cylindrical glass jar with a snap finish and no closure
547,548.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent open cylindrical glass jar with a snap finish and no closure
548,549.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent closed cylindrical glass jar with a snap finish and snap closure
549,550.jpg,two full translucent closed cylindrical glass jar with a twist finish and screw closure,two empty transparent closed rectangular glass jar with a twist finish and screw closure
550,551.jpg,one full transparent closed cylindrical glass bottle with a snap finish and snap closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
551,552.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and swing-top closure,one empty transparent closed cylindrical glass bottle with a snap finish and snap closure
552,553.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
553,554.jpg,one empty transparent closed rectangular glass jar with a swing-top finish and swing-top closure,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure
554,555.jpg,two full transparent closed cylindrical glass jar with a twist finish and screw closure,two full transparent closed cylindrical plastic jar with a twist finish and screw closure
555,556.jpg,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure,one empty transparent open cylindrical glass jar with a swing-top finish and no closure
556,557.jpg,several full transparent closed cylindrical glass bottle with a twist finish and screw closure,several full transparent open cylindrical plastic bottle with a twist finish and no closure
557,558.jpg,one empty transparent closed cylindrical glass bottle with a snap finish and swing-top closure,one empty transparent open cylindrical glass bottle with a snap finish and no closure
558,559.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
559,560.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent closed cylindrical glass jar with a snap finish and snap closure
560,561.jpg,one empty transparent closed cylindrical glass jar with a twist finish and screw closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
561,562.jpg,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure,one empty transparent closed cylindrical glass jar with a swing-top finish and swing-top closure
562,563.jpg,one empty transparent closed rectangular glass jar with a twist finish and screw closure,one empty transparent closed rectangular glass jar with a twist finish and screw closure
563,564.jpg,one full opaque closed cylindrical metal bottle with a twist finish handle and screw closure,one full opaque closed cylindrical metal bottle with a twist finish and flip-top closure
564,565.jpg,one full transparent closed cylindrical glass bottle with a twist finish and screw closure,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
565,566.jpg,two full translucent closed cylindrical glass jar with a twist finish and screw closure,two empty transparent closed cylindrical glass jar with a twist finish and screw closure
566,567.jpg,one empty transparent closed cylindrical glass jar with a snap finish and snap closure,one empty transparent closed cylindrical glass jar with a twist finish and screw closure
